3.256057,0,{"text":"bili_54521509583: 2","style":{"color":"#ffffff","border":false,"mode":0},"time":0}
15.928122,0,{"text":"我真的超级不想上班: [委屈]","style":{"color":"#ffffff","border":false,"mode":0},"time":0}
17.906624,0,{"text":"你不了解他: 1","style":{"color":"#58c1de","border":false,"mode":0},"time":0}
19.557600,0,{"text":"我真的超级不想上班: [花]","style":{"color":"#ffffff","border":false,"mode":0},"time":0}
21.757359,0,{"text":"我真的超级不想上班: [手机]","style":{"color":"#ffffff","border":false,"mode":0},"time":0}
35.662723,0,{"text":"冷波涟漪: 1","style":{"color":"#58c1de","border":false,"mode":0},"time":0}
45.553203,0,{"text":"Mandatory_Pamper: 11","style":{"color":"#58c1de","border":false,"mode":0},"time":0}
86.899992,0,{"text":"prbf1199: [赞]","style":{"color":"#58c1de","border":false,"mode":0},"time":0}
92.809264,0,{"text":"prbf1199: 妙啊","style":{"color":"#58c1de","border":false,"mode":0},"time":0}
94.459296,0,{"text":"prbf1199: 离谱","style":{"color":"#58c1de","border":false,"mode":0},"time":0}
95.670998,0,{"text":"prbf1199: 赢麻了","style":{"color":"#58c1de","border":false,"mode":0},"time":0}
97.986553,0,{"text":"ydの懿德: [妙]","style":{"color":"#ffffff","border":false,"mode":0},"time":0}
101.400824,0,{"text":"ydの懿德: [花]","style":{"color":"#ffffff","border":false,"mode":0},"time":0}
106.970532,0,{"text":"2 x 妙啊","style":{"color":"","border":false,"mode":0},"time":0}
111.271901,0,{"text":"冷波涟漪: 1","style":{"color":"#58c1de","border":false,"mode":0},"time":0}
135.720229,0,{"text":"我真的超级不想上班: [比心]","style":{"color":"#ffffff","border":false,"mode":0},"time":0}
136.931505,0,{"text":"白骨擒拿手: 很有精神","style":{"color":"#54eed8","border":false,"mode":0},"time":0}
138.917025,0,{"text":"我真的超级不想上班: [委屈]","style":{"color":"#ffffff","border":false,"mode":0},"time":0}
141.970612,0,{"text":"ydの懿德: 1","style":{"color":"#ffffff","border":false,"mode":0},"time":0}
150.970542,0,{"text":"2 x 很有精神","style":{"color":"","border":false,"mode":0},"time":0}
173.544534,0,{"text":"Mandatory_Pamper: ╮(￣▽￣)╭.","style":{"color":"#58c1de","border":false,"mode":0},"time":0}
179.462505,0,{"text":"从此立志要白嫖: 3","style":{"color":"#58c1de","border":false,"mode":0},"time":0}
182.880179,0,{"text":"从此立志要白嫖: 4","style":{"color":"#58c1de","border":false,"mode":0},"time":0}
184.970776,0,{"text":"2 x 1","style":{"color":"","border":false,"mode":0},"time":0}
186.843950,0,{"text":"从此立志要白嫖: 5","style":{"color":"#58c1de","border":false,"mode":0},"time":0}
